,digit
2998,0
2999,1
3000,2
3001,3
3002,4
3003,5
3004,6
3005,7
3006,8
3007,9
3008,8
3009,4
3010,0
3011,0
3012,7
3013,2
3014,4
3015,3
3016,8
3017,6
3018,6
3019,3
3020,2
3021,6
3022,3
3023,3
3024,0
3025,1
3026,4
3027,7
3028,8
3029,0
3030,3
3031,1
3032,9
3033,0
3034,1
3035,9
3036,1
3037,2
3038,7
3039,0
3040,1
3041,3
3042,8
3043,2
3044,9
3045,2
3046,7
3047,6
3048,5
3049,5
3050,9
3051,9
3052,8
3053,2
3054,9
3055,1
3056,3
3057,2
3058,3
3059,4
3060,3
3061,1
3062,9
3063,0
3064,9
3065,3
3066,6
3067,8
3068,7
3069,0
3070,1
3071,0
3072,5
3073,8
3074,2
3075,7
3076,7
3077,0
3078,1
3079,2
3080,3
3081,4
3082,5
3083,6
3084,7
3085,8
3086,9
3087,0
3088,1
3089,2
3090,3
3091,4
3092,5
3093,6
3094,7
3095,8
3096,9
3097,0
3098,1
3099,2
3100,3
3101,4
3102,5
3103,6
3104,7
3105,8
3106,9
3107,1
3108,7
3109,4
3110,8
3111,1
3112,5
3113,6
3114,5
3115,7
3116,2
3117,8
3118,6
3119,3
3120,3
3121,8
3122,6
3123,5
3124,4
3125,0
3126,9
3127,1
3128,7
3129,2
3130,9
3131,1
3132,5
3133,1
3134,3
3135,2
3136,2
3137,3
3138,0
3139,6
3140,4
3141,3
3142,7
3143,6
3144,9
3145,0
3146,4
3147,8
3148,1
3149,4
3150,0
3151,6
3152,1
3153,2
3154,6
3155,9
3156,2
3157,2
3158,3
3159,5
3160,5
3161,1
3162,0
3163,7
3164,7
3165,9
3166,6
3167,2
3168,9
3169,4
3170,7
3171,0
3172,2
3173,3
3174,4
3175,0
3176,0
3177,8
3178,8
3179,8
3180,5
3181,1
3182,3
3183,7
3184,4
3185,9
3186,8
3187,8
3188,9
3189,0
3190,9
3191,8
3192,9
3193,0
3194,2
3195,6
3196,5
3197,6
3198,7
3199,4
3200,7
3201,5
3202,4
3203,1
3204,3
3205,5
3206,3
3207,1
3208,2
3209,3
3210,4
3211,5
3212,6
3213,1
3214,2
3215,3
3216,4
3217,6
3218,0
3219,1
3220,2
3221,4
3222,5
3223,6
3224,7
3225,8
3226,1
3227,7
3228,2
3229,4
3230,1
3231,4
3232,1
3233,4
3234,9
3235,6
3236,8
3237,4
3238,5
3239,3
3240,7
3241,8
3242,4
3243,3
3244,3
3245,5
3246,6
3247,7
3248,0
3249,6
3250,1
3251,6
3252,8
3253,7
3254,0
3255,1
3256,5
3257,0
3258,8
3259,5
3260,0
3261,1
3262,5
3263,8
3264,4
3265,2
3266,3
3267,9
3268,7
3269,6
3270,9
3271,1
3272,9
3273,0
3274,6
3275,7
3276,1
3277,2
3278,3
3279,9
3280,2
3281,4
3282,5
3283,5
3284,3
3285,7
3286,5
3287,3
3288,1
3289,8
3290,2
3291,2
3292,3
3293,0
3294,2
3295,9
3296,4
3297,9
3298,7
3299,0
3300,2
3301,7
3302,4
3303,9
3304,9
3305,2
3306,5
3307,9
3308,8
3309,3
3310,8
3311,6
3312,7
3313,0
3314,0
3315,1
3316,2
3317,3
3318,4
3319,5
3320,6
3321,7
3322,8
3323,9
3324,0
3325,1
3326,2
3327,3
3328,4
3329,5
3330,6
3331,7
3332,8
3333,9
3334,0
3335,1
3336,2
3337,3
3338,4
3339,5
3340,6
3341,7
3342,8
3343,9
3344,0
3345,0
3346,7
3347,2
3348,6
3349,5
3350,5
3351,3
3352,7
3353,8
3354,6
3355,6
3356,6
3357,6
3358,4
3359,3
3360,8
3361,8
3362,3
3363,0
3364,1
3365,9
3366,0
3367,5
3368,4
3369,1
3370,9
3371,1
3372,2
3373,7
3374,0
3375,1
3376,3
3377,8
3378,2
3379,9
3380,2
3381,7
3382,4
3383,2
3384,6
3385,5
3386,5
3387,9
3388,9
3389,1
3390,1
3391,5
3392,7
3393,6
3394,8
3395,2
3396,9
3397,4
3398,3
3399,1
3400,9
3401,0
3402,9
3403,3
3404,6
3405,8
3406,7
3407,0
3408,1
3409,0
3410,5
3411,8
3412,2
3413,7
3414,7
3415,0
3416,1
3417,2
3418,3
3419,4
3420,5
3421,6
3422,7
3423,8
3424,9
3425,0
3426,1
3427,2
3428,3
3429,4
3430,5
3431,8
3432,9
3433,0
3434,1
3435,2
3436,3
3437,4
3438,5
3439,6
3440,7
3441,8
3442,9
3443,2
3444,1
3445,2
3446,1
3447,3
3448,9
3449,9
3450,8
3451,5
3452,3
3453,7
3454,0
3455,7
3456,7
3457,5
3458,7
3459,9
3460,9
3461,4
3462,7
3463,0
3464,3
3465,4
3466,1
3467,5
3468,8
3469,1
3470,4
3471,8
3472,4
3473,1
3474,8
3475,6
3476,6
3477,4
3478,6
3479,0
3480,5
3481,5
3482,3
3483,3
3484,5
3485,7
3486,2
3487,5
3488,9
3489,6
3490,9
3491,2
3492,6
3493,2
3494,1
3495,2
3496,0
3497,8
3498,3
3499,8
3500,3
3501,0
3502,8
3503,7
3504,4
3505,9
3506,5
3507,0
3508,9
3509,7
3510,0
3511,0
3512,4
3513,6
3514,0
3515,9
3516,1
3517,6
3518,2
3519,7
3520,6
3521,8
3522,3
3523,5
3524,2
3525,1
3526,8
3527,3
3528,8
3529,6
3530,1
3531,0
3532,2
3533,1
3534,4
3535,0
3536,1
3537,2
3538,3
3539,4
3540,5
3541,6
3542,7
3543,8
3544,9
3545,0
3546,1
3547,2
3548,3
3549,4
3550,5
3551,6
3552,7
3553,8
3554,9
3555,0
3556,1
3557,2
3558,3
3559,4
3560,5
3561,6
3562,7
3563,8
3564,9
3565,7
3566,6
3567,4
3568,7
3569,6
3570,2
3571,3
3572,4
3573,8
3574,7
3575,8
3576,6
3577,9
3578,8
3579,3
3580,2
3581,2
3582,8
3583,4
3584,8
3585,5
3586,6
3587,5
3588,0
3589,2
3590,0
3591,1
3592,1
3593,2
3594,9
3595,6
3596,8
3597,2
3598,1
3599,0
3600,6
3601,5
3602,2
3603,9
3604,7
3605,5
3606,3
3607,9
3608,3
3609,7
3610,1
3611,8
3612,3
3613,8
3614,1
3615,9
3616,5
3617,5
3618,0
3619,1
3620,1
3621,9
3622,8
3623,2
3624,6
3625,0
3626,4
3627,5
3628,0
3629,3
3630,1
3631,8
3632,6
3633,7
3634,5
3635,9
3636,9
3637,3
3638,0
3639,3
3640,1
3641,4
3642,4
3643,0
3644,4
3645,9
3646,0
3647,1
3648,2
3649,3
3650,5
3651,6
3652,7
3653,8
3654,0
3655,1
3656,2
3657,3
3658,5
3659,6
3660,7
3661,8
3662,9
3663,0
3664,1
3665,2
3666,3
3667,5
3668,6
3669,7
3670,8
3671,9
3672,9
3673,7
3674,0
3675,9
3676,0
3677,1
3678,5
3679,8
3680,8
3681,0
3682,9
3683,3
3684,2
3685,7
3686,8
3687,4
3688,6
3689,1
3690,0
3691,4
3692,9
3693,4
3694,2
3695,0
3696,5
3697,0
3698,1
3699,6
3700,9
3701,3
3702,2
3703,9
3704,1
3705,6
3706,0
3707,1
3708,1
3709,8
3710,7
3711,7
3712,6
3713,3
3714,6
3715,0
3716,7
3717,2
3718,4
3719,1
3720,7
3721,0
3722,6
3723,7
3724,1
3725,2
3726,5
3727,8
3728,1
3729,8
3730,2
3731,8
3732,7
3733,6
3734,8
3735,7
3736,1
3737,6
3738,2
3739,9
3740,3
3741,0
3742,1
3743,2
3744,3
3745,4
3746,5
3747,6
3748,7
3749,8
3750,9
3751,0
3752,1
3753,2
3754,3
3755,4
3756,5
3757,6
3758,7
3759,8
3760,9
3761,0
3762,1
3763,2
3764,3
3765,4
3766,5
3767,6
3768,7
3769,8
3770,9
3771,8
3772,9
3773,5
3774,7
3775,0
3776,3
3777,1
3778,6
3779,8
3780,4
3781,1
3782,5
3783,6
3784,4
3785,2
3786,7
3787,8
3788,1
3789,3
3790,4
3791,3
3792,4
3793,7
3794,2
3795,0
3796,5
3797,0
3798,1
3799,9
3800,2
3801,3
3802,2
3803,3
3804,5
3805,5
3806,7
3807,8
3808,4
3809,9
3810,9
3811,7
3812,1
3813,1
3814,9
3815,0
3816,7
3817,8
3818,3
3819,4
3820,8
3821,6
3822,3
3823,8
3824,0
3825,9
3826,6
3827,2
3828,1
3829,0
3830,1
3831,0
3832,6
3833,2
3834,3
3835,8
3836,9
3837,0
3838,7
3839,2
3840,3
3841,4
3842,5
3843,5
3844,2
3845,8
3846,5
3847,4
3848,6
3849,6
3850,6
3851,7
3852,9
3853,1
3854,8
3855,2
3856,1
3857,5
3858,3
3859,4
3860,7
3861,9
3862,4
3863,0
3864,0
3865,0
3866,1
3867,2
3868,3
3869,4
3870,5
3871,6
3872,7
3873,8
3874,9
3875,0
3876,1
3877,2
3878,3
3879,4
3880,5
3881,6
3882,7
3883,8
3884,9
3885,0
3886,1
3887,2
3888,3
3889,4
3890,5
3891,6
3892,9
3893,0
3894,1
3895,3
3896,1
3897,5
3898,1
3899,2
3900,4
3901,9
3902,2
3903,4
3904,6
3905,8
3906,0
3907,1
3908,1
3909,9
3910,2
3911,6
3912,6
3913,8
3914,7
3915,4
3916,2
3917,9
3918,7
3919,0
3920,2
3921,1
3922,0
3923,3
3924,6
3925,0
3926,1
3927,2
3928,3
3929,4
3930,5
3931,6
3932,7
3933,8
3934,9
3935,0
3936,1
3937,2
3938,3
3939,4
3940,5
3941,6
3942,7
3943,8
3944,9
3945,0
3946,1
3947,2
3948,3
3949,4
3950,5
3951,6
3952,7
3953,8
3954,9
3955,8
3956,6
3957,5
3958,9
3959,7
3960,0
3961,2
3962,3
3963,4
3964,3
3965,8
3966,5
3967,1
3968,5
3969,2
3970,3
3971,0
3972,1
3973,2
3974,1
3975,3
3976,2
3977,6
3978,5
3979,3
3980,0
3981,7
3982,2
3983,7
3984,4
3985,6
3986,4
3987,0
3988,5
3989,9
3990,9
3991,8
3992,9
3993,5
3994,3
3995,1
3996,7
3997,4
3998,7
3999,6
4000,5
4001,4
4002,0
4003,0
4004,6
4005,6
4006,2
4007,0
4008,6
4009,3
4010,7
4011,7
4012,4
4013,4
4014,3
4015,9
4016,2
4017,8
4018,9
4019,6
4020,0
4021,9
4022,5
4023,3
4024,8
4025,8
4026,7
4027,1
4028,4
4029,0
4030,4
4031,8
4032,5
4033,2
4034,3
4035,9
4036,0
4037,1
4038,9
4039,1
4040,5
4041,1
4042,7
4043,4
4044,8
4045,6
4046,2
4047,1
4048,6
4049,8
4050,8
4051,0
4052,1
4053,2
4054,3
4055,4
4056,7
4057,8
4058,9
4059,0
4060,1
4061,2
4062,3
4063,4
4064,6
4065,7
4066,8
4067,9
4068,0
4069,1
4070,2
4071,3
4072,4
4073,7
4074,8
4075,9
4076,1
4077,4
4078,5
4079,3
4080,3
4081,0
4082,9
4083,5
4084,4
4085,3
4086,0
4087,8
4088,4
4089,6
4090,7
4091,0
4092,7
4093,7
4094,1
4095,6
4096,9
4097,1
4098,3
4099,6
4100,2
4101,3
4102,8
4103,2
4104,3
4105,8
4106,9
4107,5
4108,8
4109,8
4110,7
4111,1
4112,7
4113,1
4114,1
4115,0
4116,3
4117,4
4118,2
4119,6
4120,4
4121,7
4122,4
4123,2
4124,7
4125,4
4126,2
4127,9
4128,2
4129,7
4130,9
4131,2
4132,1
4133,0
4134,6
4135,5
4136,3
4137,4
4138,8
4139,5
4140,9
4141,6
4142,9
4143,0
4144,6
4145,3
4146,0
4147,8
4148,1
4149,6
4150,0
4151,0
4152,1
4153,2
4154,3
4155,4
4156,5
4157,6
4158,7
4159,0
4160,1
4161,2
4162,3
4163,4
4164,7
4165,8
4166,9
4167,0
4168,1
4169,2
4170,3
4171,4
4172,7
4173,2
4174,5
4175,1
4176,6
4177,4
4178,3
4179,9
4180,9
4181,0
4182,9
4183,7
4184,1
4185,6
4186,4
4187,3
4188,6
4189,2
4190,0
4191,9
4192,8
4193,6
4194,5
4195,7
4196,0
4197,0
4198,1
4199,7
4200,4
4201,3
4202,2
4203,4
4204,1
4205,3
4206,7
4207,6
4208,4
4209,7
4210,7
4211,7
4212,9
4213,8
4214,4
4215,3
4216,8
4217,2
4218,8
4219,3
4220,5
4221,8
4222,0
4223,5
4224,4
4225,7
4226,1
4227,3
4228,1
4229,7
4230,9
4231,6
4232,2
4233,0
4234,9
4235,1
4236,7
4237,3
4238,3
4239,9
4240,1
4241,6
4242,4
4243,3
4244,9
4245,8
4246,2
4247,1
4248,8
4249,6
4250,4
4251,1
4252,5
4253,5
4254,6
4255,5
4256,0
4257,1
4258,2
4259,3
4260,4
4261,5
4262,6
4263,7
4264,8
4265,9
4266,0
4267,1
4268,2
4269,3
4270,4
4271,5
4272,6
4273,7
4274,8
4275,9
4276,0
4277,1
4278,2
4279,3
4280,4
4281,5
4282,6
4283,7
4284,8
4285,9
4286,6
4287,9
4288,7
4289,0
4290,2
4291,3
4292,4
4293,3
4294,8
4295,5
4296,1
4297,3
4298,0
4299,1
4300,2
4301,1
4302,3
4303,2
4304,0
4305,7
4306,2
4307,6
4308,4
4309,0
4310,5
4311,9
4312,9
4313,8
4314,9
4315,5
4316,3
4317,1
4318,7
4319,4
4320,7
4321,0
4322,0
4323,6
4324,6
4325,6
4326,3
4327,7
4328,4
4329,2
4330,8
4331,9
4332,8
4333,7
4334,1
4335,4
4336,0
4337,4
4338,8
4339,5
4340,2
4341,3
4342,9
4343,0
4344,1
4345,9
4346,1
4347,5
4348,1
4349,7
4350,6
4351,1
4352,2
4353,1
4354,6
4355,8
4356,0
4357,1
4358,2
4359,3
4360,4
4361,5
4362,6
4363,7
4364,8
4365,9
4366,0
4367,1
4368,2
4369,3
4370,4
4371,5
4372,6
4373,7
4374,8
4375,0
4376,1
4377,2
4378,3
4379,5
4380,6
4381,7
4382,8
4383,1
4384,0
4385,4
4386,5
4387,6
4388,6
4389,3
4390,4
4391,4
4392,2
4393,8
4394,1
4395,0
4396,6
4397,4
4398,9
4399,7
4400,2
4401,9
4402,2
4403,0
4404,9
4405,3
4406,3
4407,9
4408,1
4409,5
4410,2
4411,3
4412,1
4413,6
4414,7
4415,3
4416,7
4417,8
4418,4
4419,0
4420,2
4421,4
4422,0
4423,2
4424,4
4425,7
4426,8
4427,0
4428,7
4429,0
4430,6
4431,9
4432,3
4433,2
4434,4
4435,8
4436,6
4437,0
4438,5
4439,7
4440,5
4441,1
4442,0
4443,8
4444,1
4445,6
4446,7
4447,2
4448,9
4449,7
4450,9
4451,5
4452,6
4453,5
4454,2
4455,6
4456,2
4457,8
4458,1
4459,7
4460,5
4461,5
4462,7
4463,3
4464,5
4465,0
4466,1
4467,1
4468,3
4469,8
4470,4
4471,9
4472,4
4473,5
4474,1
4475,8
4476,6
4477,8
4478,9
4479,0
4480,1
4481,2
4482,3
4483,4
4484,5
4485,6
4486,7
4487,8
4488,9
4489,0
4490,1
4491,2
4492,3
4493,4
4494,5
4495,6
4496,7
4497,8
4498,9
4499,0
4500,1
4501,2
4502,3
4503,4
4504,5
4505,6
4506,7
4507,8
4508,9
4509,3
4510,5
4511,3
4512,2
4513,9
4514,3
4515,2
4516,1
4517,4
4518,5
4519,5
4520,2
4521,3
4522,2
4523,1
4524,3
4525,9
4526,7
4527,2
4528,1
4529,2
4530,8
4531,9
4532,1
4533,8
4534,8
4535,7
4536,8
4537,1
4538,0
4539,0
4540,6
4541,7
4542,7
4543,8
4544,7
4545,5
4546,0
4547,6
4548,1
4549,5
4550,7
4551,4
4552,6
4553,1
4554,2
4555,5
4556,0
4557,7
4558,9
4559,9
4560,0
4561,3
4562,4
4563,4
4564,8
4565,4
4566,1
4567,8
4568,6
4569,5
4570,9
4571,0
4572,0
4573,0
4574,3
4575,7
4576,1
4577,6
4578,4
4579,6
4580,0
4581,4
4582,5
4583,4
4584,1
4585,3
4586,8
4587,6
4588,3
4589,9
4590,9
4591,5
4592,9
4593,3
4594,7
4595,8
4596,5
4597,6
4598,4
4599,7
4600,6
4601,2
4602,2
4603,0
4604,9
4605,4
4606,0
4607,1
4608,2
4609,3
4610,4
4611,5
4612,6
4613,7
4614,8
4615,9
4616,0
4617,1
4618,2
4619,3
4620,4
4621,5
4622,6
4623,7
4624,8
4625,9
4626,0
4627,1
4628,2
4629,3
4630,4
4631,5
4632,6
4633,7
4634,8
4635,9
4636,6
4637,4
4638,2
4639,6
4640,4
4641,7
4642,5
4643,5
4644,4
4645,7
4646,2
4647,9
4648,3
4649,9
4650,3
4651,8
4652,2
4653,0
4654,9
4655,5
4656,6
4657,0
4658,1
4659,0
4660,6
4661,5
4662,3
4663,5
4664,3
4665,8
4666,0
4667,0
4668,3
4669,4
4670,1
4671,5
4672,3
4673,0
4674,8
4675,3
4676,0
4677,6
4678,2
4679,7
4680,8
4681,1
4682,7
4683,1
4684,3
4685,8
4686,5
4687,4
4688,2
4689,0
4690,9
4691,7
4692,6
4693,7
4694,4
4695,1
4696,6
4697,2
4698,6
4699,7
4700,1
4701,9
4702,8
4703,0
4704,6
4705,9
4706,4
4707,9
4708,9
4709,6
4710,2
4711,3
4712,7
4713,1
4714,9
4715,2
4716,2
4717,5
4718,3
4719,7
4720,8
4721,0
4722,1
4723,2
4724,3
4725,4
4726,7
4727,8
4728,9
4729,0
4730,1
4731,2
4732,3
4733,4
4734,7
4735,8
4736,9
4737,0
4738,1
4739,7
4740,8
4741,9
4742,8
4743,9
4744,2
4745,6
4746,1
4747,3
4748,5
4749,4
4750,8
4751,2
4752,6
4753,4
4754,3
4755,4
4756,5
4757,9
4758,2
4759,0
4760,3
4761,9
4762,4
4763,9
4764,7
4765,3
4766,8
4767,7
4768,4
4769,4
4770,9
4771,8
4772,5
4773,8
4774,2
4775,6
4776,6
4777,2
4778,3
4779,1
4780,3
4781,2
4782,7
4783,3
4784,1
4785,9
4786,0
4787,1
4788,1
4789,3
4790,5
4791,0
4792,7
4793,8
4794,1
4795,5
4796,1
4797,4
4798,6
4799,0
4800,0
4801,4
4802,9
4803,1
4804,6
4805,6
4806,9
4807,0
4808,7
4809,6
4810,1
4811,1
4812,0
4813,1
4814,2
4815,3
4816,4
4817,7
4818,2
4819,3
4820,4
4821,5
4822,6
4823,7
4824,0
4825,1
4826,2
4827,7
4828,8
4829,6
4830,3
4831,9
4832,7
4833,1
4834,9
4835,3
4836,9
4837,6
4838,1
4839,7
4840,2
4841,4
4842,4
4843,5
4844,7
4845,0
4846,0
4847,1
4848,6
4849,6
4850,8
4851,2
4852,7
4853,7
4854,2
4855,4
4856,2
4857,1
4858,6
4859,1
4860,0
4861,6
4862,9
4863,8
4864,3
4865,9
4866,6
4867,3
4868,0
4869,1
4870,2
4871,3
4872,4
4873,5
4874,6
4875,7
4876,8
4877,9
4878,0
4879,1
4880,2
4881,3
4882,4
4883,5
4884,6
4885,7
4886,8
4887,9
4888,0
4889,1
4890,2
4891,3
4892,4
4893,5
4894,6
4895,7
4896,8
4897,9
4898,1
4899,6
4900,8
4901,9
4902,9
4903,0
4904,1
4905,2
4906,4
4907,4
4908,3
4909,7
4910,4
4911,4
4912,4
4913,0
4914,3
4915,8
4916,7
4917,5
4918,8
4919,2
4920,1
4921,7
4922,5
4923,3
4924,8
4925,5
4926,2
4927,5
4928,1
4929,1
4930,6
4931,2
4932,1
4933,3
4934,8
4935,6
4936,4
4937,2
4938,6
4939,2
4940,5
4941,5
4942,0
4943,2
4944,8
4945,0
4946,6
4947,8
4948,1
4949,7
4950,9
4951,1
4952,9
4953,2
4954,6
4955,7
4956,6
4957,6
4958,8
4959,7
4960,4
4961,9
4962,2
4963,1
4964,3
4965,3
4966,0
4967,5
4968,5
4969,8
4970,0
4971,3
4972,7
4973,9
4974,7
4975,0
4976,2
4977,7
4978,9
4979,1
4980,7
4981,8
4982,0
4983,3
4984,5
4985,3
4986,6
4987,0
4988,1
4989,2
4990,3
4991,4
4992,5
4993,6
4994,7
4995,8
4996,9
4997,0
4998,1
4999,2
5000,3
5001,4
5002,5
5003,6
5004,7
5005,8
5006,9
5007,0
5008,1
5009,2
5010,3
5011,4
5012,7
5013,8
5014,9
5015,6
5016,4
5017,2
5018,6
5019,4
5020,7
5021,8
5022,9
5023,2
5024,9
5025,3
5026,9
5027,3
5028,0
5029,0
5030,1
5031,0
5032,4
5033,2
5034,6
5035,3
5036,5
5037,3
5038,0
5039,3
5040,4
5041,1
5042,5
5043,3
5044,0
5045,8
5046,3
5047,0
5048,6
5049,1
5050,7
5051,8
5052,0
5053,9
5054,2
5055,6
5056,7
5057,1
5058,9
5059,6
5060,9
5061,4
5062,9
5063,9
5064,6
5065,7
5066,1
5067,2
5068,5
5069,3
5070,7
5071,8
5072,0
5073,1
5074,2
5075,4
5076,5
5077,6
5078,7
5079,8
5080,9
5081,0
5082,1
5083,3
5084,4
5085,5
5086,6
5087,7
5088,8
5089,0
5090,1
5091,3
5092,4
5093,7
5094,8
5095,9
5096,7
5097,5
5098,5
5099,1
5100,9
5101,9
5102,7
5103,1
5104,0
5105,0
5106,5
5107,9
5108,7
5109,1
5110,7
5111,2
5112,2
5113,3
5114,6
5115,8
5116,3
5117,2
5118,0
5119,0
5120,6
5121,1
5122,7
5123,5
5124,8
5125,6
5126,2
5127,9
5128,4
5129,8
5130,8
5131,7
5132,1
5133,0
5134,8
5135,7
5136,7
5137,5
5138,8
5139,5
5140,3
5141,4
5142,6
5143,1
5144,1
5145,5
5146,5
5147,0
5148,7
5149,2
5150,3
5151,6
5152,4
5153,1
5154,2
5155,4
5156,1
5157,5
5158,4
5159,2
5160,0
5161,4
5162,8
5163,6
5164,1
5165,9
5166,0
5167,2
5168,5
5169,6
5170,9
5171,3
5172,6
5173,3
5174,6
5175,0
5176,1
5177,2
5178,3
5179,4
5180,5
5181,6
5182,7
5183,8
5184,9
5185,0
5186,1
5187,2
5188,3
5189,4
5190,5
5191,6
5192,7
5193,8
5194,9
5195,0
5196,1
5197,2
5198,3
5199,5
5200,6
5201,7
5202,8
5203,1
5204,0
5205,9
5206,5
5207,7
5208,5
5209,1
5210,8
5211,6
5212,9
5213,0
5214,4
5215,1
5216,9
5217,3
5218,8
5219,4
5220,4
5221,7
5222,0
5223,1
5224,9
5225,2
5226,8
5227,7
5228,8
5229,2
5230,5
5231,9
5232,6
5233,0
5234,6
5235,5
5236,5
5237,3
5238,3
5239,3
5240,9
5241,8
5242,1
5243,1
5244,0
5245,6
5246,1
5247,0
5248,0
5249,6
5250,2
5251,1
5252,1
5253,3
5254,2
5255,7
5256,7
5257,8
5258,8
5259,7
5260,8
5261,4
5262,6
5263,0
5264,2
5265,0
5266,7
5267,0
5268,3
5269,6
5270,8
5271,7
5272,1
5273,5
5274,9
5275,9
5276,3
5277,7
5278,2
5279,4
5280,9
5281,4
5282,3
5283,6
5284,2
5285,2
5286,5
5287,3
5288,2
5289,5
5290,5
5291,9
5292,4
5293,1
5294,7
5295,2
5296,0
5297,1
5298,2
5299,3
5300,4
5301,5
5302,6
5303,7
5304,8
5305,9
5306,0
5307,1
5308,2
5309,3
5310,4
5311,5
5312,6
5313,7
5314,8
5315,9
5316,0
5317,1
5318,2
5319,3
5320,4
5321,5
5322,6
5323,7
5324,8
5325,9
5326,1
5327,0
5328,1
5329,2
5330,7
5331,5
5332,3
5333,4
5334,4
5335,0
5336,0
5337,6
5338,9
5339,6
5340,6
5341,5
5342,7
5343,2
5344,3
5345,4
5346,4
5347,9
5348,1
5349,4
5350,0
5351,7
5352,9
5353,5
5354,7
5355,2
5356,3
5357,1
5358,4
5359,4
5360,0
5361,9
5362,9
5363,6
5364,1
5365,8
5366,3
5367,3
5368,7
5369,3
5370,9
5371,8
5372,8
5373,4
5374,7
5375,7
5376,6
5377,2
5378,1
5379,9
5380,8
5381,7
5382,8
5383,8
5384,7
5385,2
5386,2
5387,3
5388,9
5389,3
5390,3
5391,5
5392,5
5393,0
5394,7
5395,9
5396,5
5397,6
5398,5
5399,1
5400,4
5401,1
5402,1
5403,2
5404,8
5405,2
5406,6
5407,1
5408,5
5409,0
5410,1
5411,2
5412,3
5413,4
5414,5
5415,6
5416,7
5417,8
5418,9
5419,0
5420,1
5421,2
5422,3
5423,4
5424,5
5425,6
5426,7
5427,8
5428,9
5429,0
5430,1
5431,2
5432,3
5433,4
5434,5
5435,6
5436,7
5437,8
5438,8
5439,0
5440,6
5441,0
5442,0
5443,2
5444,3
5445,7
5446,9
5447,4
5448,7
5449,1
5450,9
5451,1
5452,7
5453,1
5454,4
5455,0
5456,0
5457,1
5458,7
5459,5
5460,7
5461,1
5462,3
5463,3
5464,3
5465,1
5466,6
5467,9
5468,7
5469,1
5470,3
5471,0
5472,2
5473,6
5474,0
5475,8
5476,9
5477,4
5478,3
5479,5
5480,4
5481,8
5482,1
5483,5
5484,9
5485,0
5486,6
5487,6
5488,3
5489,8
5490,1
5491,4
5492,7
5493,5
5494,2
5495,0
5496,0
5497,1
5498,7
5499,8
5500,9
5501,6
5502,8
5503,8
5504,2
5505,3
5506,6
5507,1
5508,2
5509,9
5510,5
5511,2
5512,0
5513,1
5514,2
5515,3
5516,4
5517,5
5518,6
5519,7
5520,8
5521,9
5522,0
5523,1
5524,2
5525,3
5526,4
5527,5
5528,6
5529,7
5530,8
5531,9
5532,0
5533,1
5534,2
5535,3
5536,4
5537,5
5538,6
5539,7
5540,8
5541,9
5542,7
5543,4
5544,6
5545,1
5546,4
5547,0
5548,9
5549,9
5550,3
5551,7
5552,8
5553,4
5554,7
5555,5
5556,8
5557,5
5558,3
5559,2
5560,2
5561,0
5562,5
5563,8
5564,6
5565,0
5566,3
5567,8
5568,1
5569,0
5570,3
5571,0
5572,4
5573,7
5574,4
5575,9
5576,2
5577,9
5578,5
5579,7
5580,1
5581,7
5582,1
5583,6
5584,6
5585,5
5586,6
5587,2
5588,8
5589,7
5590,6
5591,4
5592,9
5593,9
5594,5
5595,3
5596,7
5597,4
5598,3
5599,0
5600,4
5601,6
5602,6
5603,1
5604,1
5605,3
5606,2
5607,1
5608,0
5609,0
5610,1
5611,2
5612,3
5613,4
5614,7
5615,8
5616,9
5617,0
5618,1
5619,2
5620,3
5621,4
5622,5
5623,6
5624,7
5625,8
5626,0
5627,1
5628,2
5629,3
5630,4
5631,7
5632,8
5633,9
5634,0
5635,8
5636,3
5637,9
5638,5
5639,5
5640,2
5641,6
5642,8
5643,4
5644,1
5645,7
5646,1
5647,2
5648,3
5649,5
5650,6
5651,9
5652,1
5653,1
5654,1
5655,2
5656,1
5657,2
5658,0
5659,7
5660,7
5661,5
5662,8
5663,2
5664,9
5665,8
5666,6
5667,7
5668,3
5669,4
5670,6
5671,8
5672,7
5673,0
5674,4
5675,2
5676,7
5677,7
5678,5
5679,4
5680,3
5681,4
5682,2
5683,8
5684,1
5685,5
5686,1
5687,0
5688,2
5689,3
5690,3
5691,5
5692,7
5693,0
5694,6
5695,8
5696,6
5697,3
5698,9
5699,9
5700,8
5701,2
5702,7
5703,7
5704,1
5705,0
5706,1
5707,7
5708,8
5709,9
5710,0
5711,1
5712,2
5713,3
5714,4
5715,5
5716,6
5717,7
5718,8
5719,0
5720,1
5721,2
5722,3
5723,4
5724,7
5725,8
5726,9
5727,7
5728,8
5729,6
5730,4
5731,1
5732,9
5733,3
5734,8
5735,4
5736,4
5737,7
5738,0
5739,1
5740,9
5741,2
5742,8
5743,7
5744,8
5745,2
5746,6
5747,0
5748,6
5749,5
5750,3
5751,3
5752,3
5753,9
5754,1
5755,4
5756,0
5757,6
5758,1
5759,0
5760,0
5761,6
5762,2
5763,1
5764,1
5765,7
5766,7
5767,8
5768,4
5769,6
5770,0
5771,7
5772,0
5773,3
5774,6
5775,8
5776,7
5777,1
5778,5
5779,2
5780,4
5781,9
5782,4
5783,3
5784,6
5785,4
5786,1
5787,7
5788,2
5789,6
5790,5
5791,0
5792,1
5793,2
5794,3
5795,4
5796,5
