,digit
10856,0
10857,3
10858,5
10859,2
10860,4
10861,7
10862,7
10863,6
10864,1
10865,7
10866,0
10867,9
10868,8
10869,1
10870,3
10871,0
10872,7
10873,5
10874,6
10875,2
10876,4
10877,3
10878,1
10879,4
10880,1
10881,6
10882,0
10883,1
10884,1
10885,9
10886,2
10887,9
10888,4
10889,8
10890,2
10891,8
10892,8
10893,3
10894,1
10895,6
10896,9
10897,9
10898,4
10899,7
10900,5
10901,9
10902,4
10903,4
10904,2
10905,8
10906,9
10907,1
10908,0
10909,1
10910,8
10911,9
10912,5
10913,3
10914,7
10915,2
10916,1
10917,3
10918,1
10919,0
10920,2
10921,4
10922,6
10923,0
10924,8
10925,0
10926,1
10927,5
10928,3
10929,0
10930,9
10931,5
10932,4
10933,0
10934,1
10935,6
10936,6
10937,1
10938,5
10939,0
10940,6
10941,7
10942,0
10943,9
10944,7
10945,3
10946,8
10947,3
10948,3
10949,8
10950,3
10951,3
10952,1
10953,9
10954,2
10955,5
10956,6
10957,1
10958,6
10959,3
10960,7
10961,9
10962,6
10963,8
10964,0
10965,1
10966,4
10967,7
10968,5
10969,3
10970,3
10971,8
10972,7
10973,0
10974,9
10975,8
10976,8
10977,2
10978,4
10979,3
10980,9
10981,2
10982,1
10983,6
10984,8
10985,5
10986,6
10987,5
10988,1
10989,7
10990,4
10991,3
10992,2
10993,5
10994,4
10995,5
10996,9
10997,5
10998,6
10999,7
11000,3
11001,1
11002,5
11003,1
11004,0
11005,1
11006,7
11007,7
11008,2
11009,4
11010,3
11011,1
11012,7
11013,6
11014,7
11015,0
11016,6
11017,4
11018,3
11019,8
11020,0
11021,1
11022,1
11023,3
11024,6
11025,1
11026,1
11027,3
11028,1
11029,4
11030,8
11031,3
11032,5
11033,8
11034,6
11035,0
11036,4
11037,0
11038,2
11039,8
11040,1
11041,9
11042,7
11043,5
11044,0
11045,1
11046,9
11047,5
11048,7
11049,8
11050,9
11051,3
11052,9
11053,4
11054,7
11055,0
11056,9
11057,3
11058,0
11059,5
11060,9
11061,6
11062,0
11063,8
11064,2
11065,1
11066,0
11067,3
11068,6
11069,2
11070,0
11071,3
11072,2
11073,3
11074,4
11075,1
11076,8
11077,6
11078,2
11079,3
11080,1
11081,9
11082,0
11083,7
11084,8
11085,9
11086,5
11087,5
11088,1
11089,5
11090,3
11091,3
11092,0
11093,3
11094,3
11095,2
11096,6
11097,9
11098,3
11099,5
11100,9
11101,8
11102,8
11103,7
11104,9
11105,4
11106,7
11107,2
11108,4
11109,3
11110,5
11111,3
11112,2
11113,0
11114,1
11115,9
11116,0
11117,4
11118,9
11119,8
11120,6
11121,8
11122,4
11123,1
11124,2
11125,1
11126,9
11127,1
11128,8
11129,3
11130,5
11131,1
11132,3
11133,4
11134,7
11135,4
11136,4
11137,1
11138,3
11139,7
11140,2
11141,9
11142,1
11143,7
11144,5
11145,5
11146,7
11147,0
11148,2
11149,7
11150,2
11151,6
11152,0
11153,3
11154,6
11155,0
11156,6
11157,6
11158,0
11159,0
11160,6
11161,0
11162,2
11163,0
11164,0
11165,2
11166,5
11167,5
11168,1
11169,9
11170,7
11171,1
11172,2
11173,1
11174,2
11175,8
11176,1
11177,2
11178,7
11179,2
11180,9
11181,5
11182,3
11183,2
11184,1
11185,2
11186,2
11187,3
11188,7
11189,8
11190,6
11191,4
11192,8
11193,3
11194,0
11195,4
11196,7
11197,7
11198,6
11199,1
11200,2
11201,1
11202,9
11203,5
11204,8
11205,5
11206,9
11207,4
11208,7
11209,9
11210,6
11211,5
11212,8
11213,5
11214,8
11215,2
11216,3
11217,1
11218,7
11219,2
11220,2
11221,0
11222,7
11223,7
11224,5
11225,3
11226,8
11227,8
11228,3
11229,3
11230,8
11231,0
11232,8
11233,4
11234,0
11235,9
11236,9
11237,7
11238,9
11239,0
11240,1
11241,5
11242,9
11243,0
11244,0
11245,8
11246,2
11247,1
11248,7
11249,4
11250,4
11251,7
11252,1
11253,2
11254,4
11255,8
11256,5
11257,2
11258,3
11259,9
11260,2
11261,9
11262,7
11263,9
11264,0
11265,0
11266,1
11267,0
11268,6
11269,8
11270,9
11271,3
11272,9
11273,6
11274,8
11275,5
11276,0
11277,0
11278,5
11279,4
11280,4
11281,2
11282,1
11283,0
11284,5
11285,2
11286,7
11287,4
11288,1
11289,6
11290,2
11291,6
11292,5
11293,9
11294,8
11295,4
11296,1
11297,7
11298,6
11299,8
11300,9
11301,5
11302,4
11303,9
11304,2
11305,1
11306,2
11307,1
11308,2
11309,9
11310,0
11311,0
11312,1
11313,6
11314,2
11315,6
11316,1
11317,0
11318,1
11319,4
11320,3
11321,4
11322,6
11323,4
11324,0
11325,8
11326,2
11327,4
11328,3
11329,8
11330,6
11331,5
11332,1
11333,6
11334,5
11335,9
11336,3
11337,8
11338,9
11339,2
11340,7
11341,6
11342,7
11343,2
11344,4
11345,0
11346,6
11347,3
11348,5
11349,8
11350,8
11351,3
11352,7
11353,3
11354,1
11355,7
11356,1
11357,5
11358,9
11359,3
11360,8
11361,7
11362,1
11363,8
11364,0
11365,4
11366,9
11367,2
11368,2
11369,5
11370,1
11371,0
11372,7
11373,6
11374,5
11375,0
11376,9
11377,5
11378,2
11379,7
11380,4
11381,7
11382,3
11383,2
11384,3
11385,1
11386,3
11387,9
11388,6
11389,2
11390,7
11391,9
11392,7
11393,9
11394,1
11395,5
11396,0
11397,8
11398,6
11399,8
11400,8
11401,6
11402,0
11403,8
11404,9
11405,0
11406,4
11407,2
11408,9
11409,0
11410,2
11411,2
11412,6
11413,1
11414,7
11415,5
11416,8
11417,4
11418,2
11419,8
11420,4
11421,2
11422,5
11423,8
11424,2
11425,0
11426,3
11427,3
11428,7
11429,5
11430,2
11431,9
11432,8
11433,6
11434,0
11435,4
11436,5
11437,1
11438,6
11439,3
11440,1
11441,3
11442,2
11443,5
11444,7
11445,6
11446,7
11447,9
11448,9
11449,5
11450,6
11451,9
11452,6
11453,9
11454,2
11455,8
11456,4
11457,3
11458,0
11459,4
11460,7
11461,4
11462,5
11463,1
11464,0
11465,9
11466,8
11467,1
11468,8
11469,5
11470,7
11471,3
11472,9
11473,8
11474,4
11475,0
11476,0
11477,7
11478,0
11479,8
11480,1
11481,5
11482,0
11483,0
11484,1
11485,2
11486,2
11487,8
11488,5
11489,2
11490,8
11491,3
11492,2
11493,4
11494,7
11495,3
11496,7
11497,2
11498,3
11499,1
11500,7
11501,4
11502,0
11503,4
11504,1
11505,0
11506,8
11507,7
11508,7
11509,8
11510,9
11511,9
11512,4
11513,2
11514,4
11515,6
11516,6
11517,9
11518,9
11519,8
11520,9
11521,1
11522,3
11523,6
11524,1
11525,9
11526,0
11527,0
11528,2
11529,7
11530,3
11531,2
11532,0
11533,2
11534,8
11535,9
11536,5
11537,2
11538,1
11539,8
11540,1
11541,7
11542,8
11543,6
11544,1
11545,6
11546,4
11547,7
11548,5
11549,8
11550,3
11551,7
11552,6
11553,8
11554,5
11555,7
11556,6
11557,5
11558,0
11559,8
11560,8
11561,8
11562,1
11563,8
11564,9
11565,1
11566,6
11567,4
11568,6
11569,4
11570,8
11571,2
11572,6
11573,9
11574,6
11575,1
11576,7
11577,2
11578,3
11579,6
11580,0
11581,8
11582,5
11583,6
11584,5
11585,2
11586,8
11587,1
11588,5
11589,8
11590,3
11591,8
11592,0
11593,2
11594,3
11595,1
11596,0
11597,6
11598,1
11599,0
11600,1
11601,4
11602,6
11603,2
11604,7
11605,7
11606,3
11607,1
11608,2
11609,9
11610,7
11611,3
11612,4
11613,3
11614,1
11615,5
11616,3
11617,8
11618,0
11619,9
11620,1
11621,9
11622,9
11623,0
11624,4
11625,5
11626,0
11627,9
11628,2
11629,9
11630,5
11631,8
11632,0
11633,5
11634,2
11635,1
11636,1
11637,3
11638,3
11639,5
11640,1
11641,6
11642,7
11643,0
11644,6
11645,2
11646,8
11647,1
11648,7
11649,2
11650,6
11651,4
11652,1
11653,9
11654,8
11655,1
11656,3
11657,8
11658,3
11659,8
11660,5
11661,4
11662,4
11663,2
11664,9
11665,4
11666,8
11667,2
11668,7
11669,4
11670,7
11671,9
11672,0
11673,5
11674,7
11675,5
11676,0
11677,3
11678,6
11679,6
11680,1
11681,6
11682,3
11683,6
11684,1
11685,4
11686,9
11687,7
11688,2
11689,7
11690,8
11691,3
11692,5
11693,7
11694,3
11695,1
11696,3
11697,8
11698,4
11699,3
11700,0
11701,6
11702,4
11703,9
11704,3
11705,9
11706,4
11707,0
11708,2
11709,7
11710,5
11711,0
11712,0
11713,4
11714,7
11715,2
11716,9
11717,2
11718,6
11719,6
11720,1
11721,7
11722,0
11723,5
11724,2
11725,2
11726,7
11727,7
11728,2
11729,7
11730,2
11731,7
11732,1
11733,8
11734,2
11735,1
11736,3
11737,9
11738,8
11739,8
11740,5
11741,0
11742,0
11743,2
11744,7
11745,1
11746,7
11747,6
11748,8
11749,1
11750,1
11751,3
11752,8
11753,0
11754,7
11755,7
11756,5
11757,2
11758,9
11759,4
11760,9
11761,2
11762,6
11763,9
11764,6
11765,3
11766,2
11767,3
11768,0
11769,9
11770,9
11771,2
11772,5
11773,4
11774,4
11775,5
11776,1
11777,6
11778,5
11779,1
11780,0
11781,5
11782,5
11783,7
11784,2
11785,1
11786,1
11787,5
11788,2
11789,6
11790,3
11791,4
11792,3
11793,3
11794,1
11795,5
11796,7
11797,5
11798,7
11799,4
11800,4
11801,4
11802,0
11803,8
11804,8
11805,1
11806,5
11807,8
11808,5
11809,5
11810,9
11811,1
11812,7
11813,3
11814,6
11815,9
11816,0
11817,0
11818,7
11819,9
11820,1
11821,2
11822,7
11823,3
11824,8
11825,2
11826,1
11827,3
11828,5
11829,1
11830,8
11831,6
11832,4
11833,5
11834,5
11835,0
11836,7
11837,3
11838,9
11839,1
11840,0
11841,6
11842,7
11843,2
11844,1
11845,9
11846,9
11847,0
11848,3
11849,2
11850,6
11851,2
11852,8
11853,0
11854,3
11855,8
11856,8
11857,5
11858,0
11859,2
11860,8
11861,0
11862,9
11863,7
11864,1
11865,0
11866,3
11867,1
11868,5
11869,0
11870,2
11871,5
11872,8
11873,7
11874,1
11875,5
11876,8
11877,2
11878,3
11879,4
11880,1
11881,0
11882,3
11883,9
11884,7
11885,3
11886,4
11887,2
11888,7
11889,7
11890,2
11891,1
11892,9
11893,1
11894,0
11895,5
11896,9
11897,5
11898,0
11899,5
11900,6
11901,3
11902,5
11903,8
11904,6
11905,0
11906,6
11907,3
11908,1
11909,6
11910,5
11911,7
11912,1
11913,8
11914,3
11915,1
11916,6
11917,7
11918,0
11919,7
11920,8
11921,0
11922,7
11923,3
11924,0
11925,3
11926,6
11927,9
11928,1
11929,4
11930,9
11931,4
11932,3
11933,4
11934,8
11935,0
11936,8
11937,6
11938,8
11939,2
11940,5
11941,9
11942,4
11943,3
11944,3
11945,1
11946,1
11947,1
11948,6
11949,1
11950,6
11951,7
11952,8
11953,2
11954,9
11955,4
11956,5
11957,6
11958,7
11959,0
11960,6
11961,7
11962,3
11963,8
11964,1
11965,6
11966,5
11967,1
11968,3
11969,4
11970,1
11971,5
11972,9
11973,4
11974,8
11975,8
11976,1
11977,9
11978,5
11979,7
11980,8
11981,8
11982,8
11983,5
11984,7
11985,5
11986,1
11987,6
11988,1
11989,3
11990,3
11991,8
11992,7
11993,4
11994,1
11995,5
11996,9
11997,5
11998,8
11999,4
12000,2
12001,6
12002,2
12003,9
12004,2
12005,2
12006,2
12007,3
12008,6
12009,3
12010,4
12011,9
12012,1
12013,8
12014,7
12015,7
12016,2
12017,0
12018,1
12019,7
12020,1
12021,3
12022,1
12023,3
12024,2
12025,5
12026,2
12027,0
12028,3
12029,7
12030,3
12031,6
12032,7
12033,1
12034,4
12035,1
12036,0
12037,3
12038,0
12039,4
12040,4
12041,5
12042,2
12043,8
12044,8
12045,3
12046,8
12047,9
12048,4
12049,6
12050,3
12051,1
12052,6
12053,7
12054,9
12055,7
12056,4
12057,2
12058,3
12059,3
12060,4
12061,8
12062,5
12063,5
12064,2
12065,5
12066,8
12067,1
12068,5
12069,9
12070,6
12071,6
12072,6
12073,7
12074,0
12075,0
12076,2
12077,6
12078,0
12079,7
12080,1
12081,1
12082,4
12083,8
12084,7
12085,8
12086,2
12087,2
12088,9
12089,6
12090,3
12091,9
12092,3
12093,3
12094,5
12095,2
12096,6
12097,9
12098,6
12099,7
12100,7
12101,6
12102,3
12103,6
12104,6
12105,8
12106,0
12107,8
12108,8
12109,1
12110,5
12111,8
12112,8
12113,5
12114,3
12115,9
12116,9
12117,9
12118,7
12119,7
12120,4
12121,9
12122,9
12123,1
12124,6
12125,4
12126,1
12127,2
12128,4
12129,0
12130,3
12131,5
12132,4
12133,9
12134,2
12135,4
12136,1
12137,1
12138,3
12139,7
12140,7
12141,9
12142,0
12143,0
12144,4
12145,2
12146,4
12147,8
12148,9
12149,7
12150,9
12151,9
12152,7
12153,8
12154,5
12155,9
12156,2
12157,0
12158,2
12159,8
12160,3
12161,6
12162,6
12163,0
12164,2
12165,4
12166,4
12167,3
12168,2
12169,4
12170,1
12171,1
12172,9
12173,9
12174,7
12175,3
12176,9
12177,5
12178,2
12179,8
12180,9
12181,6
12182,3
12183,5
12184,0
12185,4
12186,2
12187,3
12188,4
12189,0
12190,1
12191,0
12192,5
12193,0
12194,5
12195,4
12196,8
12197,1
12198,3
12199,1
12200,6
12201,7
12202,1
12203,5
12204,6
12205,6
12206,1
12207,1
12208,7
12209,8
12210,7
12211,6
12212,8
12213,2
12214,4
12215,9
12216,3
12217,7
12218,5
12219,7
12220,8
12221,1
12222,1
12223,6
12224,9
12225,7
12226,7
12227,8
12228,8
12229,2
12230,6
12231,1
12232,9
12233,9
12234,9
12235,9
12236,6
12237,0
12238,6
12239,3
12240,3
12241,0
12242,9
12243,0
12244,5
12245,3
12246,0
12247,4
12248,8
12249,4
12250,1
12251,5
12252,2
12253,1
12254,1
12255,3
12256,3
12257,7
12258,2
12259,1
12260,2
12261,7
12262,4
12263,1
12264,7
12265,2
12266,9
12267,9
12268,7
12269,7
12270,7
12271,1
12272,6
12273,1
12274,9
12275,1
12276,7
12277,8
12278,7
12279,3
12280,7
12281,2
12282,8
12283,2
12284,5
12285,4
12286,9
12287,7
12288,5
12289,3
12290,3
12291,1
12292,8
12293,9
12294,2
12295,4
12296,6
12297,5
12298,1
12299,9
12300,6
12301,7
12302,7
12303,5
12304,3
12305,2
12306,1
12307,7
12308,5
12309,4
12310,4
12311,8
12312,4
12313,1
12314,8
12315,6
12316,0
12317,7
12318,8
12319,5
12320,7
12321,9
12322,6
12323,0
12324,6
12325,9
12326,9
12327,9
12328,8
12329,1
12330,8
12331,6
12332,1
12333,4
12334,2
12335,8
12336,7
12337,2
12338,2
12339,9
12340,8
12341,2
12342,9
12343,9
12344,8
12345,9
12346,4
12347,8
12348,0
12349,3
12350,7
12351,3
12352,7
12353,5
12354,1
12355,5
12356,9
12357,0
12358,4
12359,8
12360,1
12361,1
12362,9
12363,8
12364,7
12365,6
12366,8
12367,4
12368,5
12369,3
12370,0
12371,0
12372,4
12373,5
12374,3
12375,6
12376,6
12377,5
12378,4
12379,0
12380,9
12381,6
12382,7
12383,1
12384,8
12385,3
12386,8
12387,8
12388,1
12389,2
12390,5
12391,7
12392,3
12393,1
12394,9
12395,1
12396,4
12397,4
12398,3
12399,2
12400,6
12401,1
12402,5
12403,4
12404,2
12405,7
12406,4
12407,6
12408,5
12409,4
12410,6
12411,1
12412,7
12413,9
12414,3
12415,0
12416,0
12417,9
12418,1
12419,6
12420,8
12421,3
12422,2
12423,8
12424,9
12425,7
12426,3
12427,9
12428,8
12429,1
12430,1
12431,7
12432,9
12433,9
12434,1
12435,8
12436,5
12437,2
12438,7
12439,3
12440,8
12441,9
12442,4
12443,4
12444,7
12445,1
12446,2
12447,4
12448,1
12449,4
12450,2
12451,0
12452,1
12453,0
12454,0
12455,0
12456,6
12457,1
12458,0
12459,6
12460,7
12461,2
12462,0
12463,6
12464,3
12465,0
12466,0
12467,6
12468,6
12469,2
12470,8
12471,3
12472,9
12473,7
12474,3
12475,8
12476,0
12477,7
12478,3
12479,6
12480,6
12481,8
12482,4
12483,1
12484,2
12485,8
12486,6
12487,4
12488,6
12489,5
12490,5
12491,8
12492,7
12493,1
12494,6
12495,6
12496,6
12497,6
12498,6
12499,4
12500,0
12501,8
12502,9
12503,3
12504,3
12505,7
12506,9
12507,8
12508,6
12509,3
12510,2
12511,2
12512,1
12513,3
12514,8
12515,0
12516,8
12517,3
12518,0
12519,1
12520,6
12521,9
12522,0
12523,8
12524,4
12525,9
12526,6
12527,5
12528,1
12529,0
12530,4
12531,1
12532,7
12533,9
12534,7
12535,4
12536,5
12537,1
12538,7
12539,9
12540,2
12541,2
12542,5
12543,5
12544,4
12545,2
12546,2
12547,8
12548,3
12549,6
12550,1
12551,1
12552,3
12553,6
12554,5
12555,5
12556,6
12557,4
12558,0
12559,6
12560,0
12561,3
12562,4
12563,9
12564,8
12565,8
12566,3
12567,1
12568,9
12569,1
12570,2
12571,5
12572,5
12573,1
12574,6
12575,2
12576,4
12577,1
12578,2
12579,6
12580,4
12581,7
12582,9
12583,3
12584,3
12585,1
12586,3
12587,6
12588,8
12589,7
12590,6
12591,7
12592,6
12593,7
12594,8
12595,8
12596,1
12597,3
12598,0
12599,8
12600,7
12601,1
12602,3
12603,2
12604,7
12605,3
12606,3
12607,7
12608,2
12609,2
12610,3
12611,1
12612,6
12613,4
12614,9
12615,9
12616,9
12617,7
12618,6
12619,8
12620,1
12621,5
12622,5
12623,1
12624,4
12625,6
12626,0
12627,9
12628,9
12629,0
12630,8
12631,4
12632,2
12633,4
12634,5
12635,7
12636,1
12637,7
12638,6
12639,1
12640,1
12641,7
12642,5
12643,9
12644,2
12645,9
12646,3
12647,3
12648,0
12649,2
12650,9
12651,1
12652,1
12653,2
12654,3
12655,4
12656,3
12657,2
12658,3
12659,4
12660,9
12661,3
12662,3
12663,0
12664,1
12665,5
12666,3
12667,9
12668,9
12669,3
12670,0
12671,3
12672,8
12673,1
12674,9
12675,4
12676,8
12677,2
12678,0
12679,6
12680,9
12681,7
12682,7
12683,0
12684,7
12685,8
12686,2
12687,3
12688,8
12689,3
12690,8
12691,7
12692,4
12693,7
12694,8
12695,3
12696,6
12697,4
12698,7
12699,1
12700,0
12701,9
12702,7
12703,6
12704,5
12705,5
12706,2
12707,3
12708,2
12709,9
12710,3
12711,0
12712,4
12713,2
12714,7
12715,0
12716,6
12717,0
12718,5
12719,2
12720,7
12721,4
12722,9
12723,1
12724,7
12725,4
12726,6
12727,5
12728,3
12729,0
12730,8
12731,2
12732,3
12733,5
12734,0
12735,7
12736,1
12737,0
12738,2
12739,3
12740,0
12741,9
12742,0
12743,9
12744,9
12745,8
12746,1
12747,7
12748,1
12749,2
12750,6
12751,0
12752,1
12753,6
12754,3
12755,1
12756,8
12757,0
12758,8
12759,3
12760,4
12761,9
12762,1
12763,5
12764,2
12765,9
12766,1
12767,0
12768,5
12769,3
12770,8
12771,9
12772,4
12773,0
12774,5
12775,2
12776,5
12777,0
12778,7
12779,1
12780,2
12781,0
12782,1
12783,6
12784,0
12785,1
12786,3
12787,3
12788,8
12789,7
12790,2
12791,5
12792,0
12793,2
12794,3
12795,4
12796,5
12797,5
12798,3
12799,3
12800,1
12801,3
12802,7
12803,3
12804,9
12805,7
12806,4
12807,1
12808,3
12809,4
12810,8
12811,1
12812,7
12813,7
12814,9
12815,6
12816,4
12817,7
12818,0
12819,9
12820,2
12821,8
12822,7
12823,4
12824,0
12825,8
12826,8
12827,1
12828,1
12829,9
12830,3
12831,8
12832,4
12833,9
12834,8
12835,9
12836,0
12837,3
12838,0
12839,9
12840,2
12841,0
12842,5
12843,7
12844,0
12845,1
12846,6
12847,8
12848,2
12849,1
12850,7
12851,4
12852,7
12853,2
12854,9
12855,5
12856,6
12857,2
12858,7
12859,0
12860,1
12861,3
12862,3
12863,2
12864,7
12865,3
12866,2
12867,1
12868,3
12869,5
12870,7
12871,1
12872,1
12873,4
12874,2
12875,2
12876,8
12877,8
12878,4
12879,0
12880,7
12881,5
12882,0
12883,2
12884,3
12885,8
12886,9
12887,5
12888,4
12889,6
12890,1
12891,4
12892,7
12893,6
12894,8
12895,0
12896,5
12897,4
12898,7
12899,5
12900,7
12901,6
12902,0
12903,6
12904,3
12905,6
12906,6
12907,7
12908,8
12909,3
12910,7
12911,4
12912,9
12913,1
12914,9
12915,8
12916,3
12917,9
12918,5
12919,2
12920,4
12921,3
12922,9
12923,3
12924,5
12925,5
12926,3
12927,7
12928,4
12929,0
12930,1
12931,3
12932,3
12933,5
12934,1
12935,4
12936,1
12937,7
12938,1
12939,7
12940,2
12941,8
12942,1
12943,0
12944,6
12945,2
12946,2
12947,8
12948,7
12949,0
12950,5
12951,1
12952,5
12953,2
12954,3
12955,6
12956,8
12957,2
12958,6
12959,6
12960,1
12961,4
12962,7
12963,6
12964,4
12965,8
12966,4
12967,9
12968,9
12969,7
12970,2
12971,6
12972,4
12973,5
12974,8
12975,5
12976,8
12977,8
12978,3
12979,6
12980,4
12981,2
12982,2
12983,1
12984,2
12985,6
12986,3
12987,5
12988,3
12989,3
12990,8
12991,4
12992,8
12993,3
12994,4
12995,4
12996,9
12997,5
12998,8
12999,9
13000,7
13001,6
13002,1
13003,5
13004,9
13005,2
13006,4
13007,6
13008,9
13009,4
13010,8
13011,3
13012,3
13013,0
13014,2
13015,6
13016,4
13017,0
13018,0
13019,4
13020,9
13021,4
13022,2
13023,1
13024,3
13025,7
13026,5
13027,5
13028,4
13029,0
13030,2
13031,9
13032,6
13033,0
13034,6
13035,4
13036,7
13037,3
13038,0
13039,1
13040,3
13041,4
13042,1
13043,8
13044,4
13045,5
13046,6
13047,4
13048,6
13049,9
13050,3
13051,9
13052,6
13053,5
13054,8
13055,8
13056,4
13057,9
13058,8
13059,9
13060,6
13061,8
13062,1
13063,7
13064,7
13065,8
13066,3
13067,7
13068,0
13069,7
13070,7
13071,0
13072,3
13073,5
13074,0
13075,4
13076,3
13077,1
13078,4
13079,8
13080,1
13081,9
13082,9
13083,1
13084,9
13085,0
13086,5
13087,1
13088,0
13089,2
13090,1
13091,2
13092,5
13093,6
13094,3
13095,8
13096,5
13097,4
13098,7
13099,5
13100,9
13101,9
13102,4
13103,8
13104,7
13105,6
13106,3
13107,6
13108,3
13109,2
13110,5
13111,8
13112,1
13113,7
13114,8
13115,2
13116,6
13117,6
13118,1
13119,0
13120,7
13121,2
13122,3
13123,9
13124,8
13125,7
13126,8
13127,9
13128,9
13129,1
13130,3
13131,4
13132,4
13133,8
13134,2
13135,0
13136,2
13137,9
13138,3
13139,2
13140,9
13141,0
13142,7
13143,4
13144,3
13145,1
13146,9
13147,0
13148,3
13149,7
13150,4
13151,1
13152,7
13153,2
13154,8
13155,1
13156,4
13157,9
13158,4
13159,1
13160,3
13161,3
13162,8
13163,2
13164,5
13165,8
13166,1
13167,1
13168,4
13169,4
13170,3
13171,6
13172,6
13173,9
13174,9
13175,2
13176,7
13177,1
13178,5
13179,4
13180,7
13181,1
13182,2
13183,7
13184,8
13185,6
13186,5
13187,2
13188,8
13189,1
13190,0
13191,0
13192,9
13193,1
13194,6
13195,9
13196,0
13197,9
13198,8
13199,3
13200,7
13201,9
13202,1
13203,7
13204,3
13205,3
13206,2
13207,8
13208,2
13209,9
13210,8
13211,7
13212,1
13213,9
13214,9
13215,3
13216,9
13217,2
13218,5
13219,0
13220,1
13221,4
13222,7
13223,0
13224,7
13225,1
13226,0
13227,6
13228,7
13229,8
13230,5
13231,9
13232,0
13233,9
13234,4
13235,8
13236,3
13237,2
13238,5
13239,5
13240,3
13241,9
13242,3
13243,9
13244,7
13245,3
13246,0
13247,0
13248,6
13249,4
13250,0
13251,5
13252,6
13253,1
13254,1
13255,1
13256,6
13257,7
13258,6
13259,2
13260,2
13261,4
13262,4
13263,0
13264,3
13265,6
13266,5
13267,8
13268,5
13269,8
13270,0
13271,9
13272,4
13273,3
13274,3
13275,4
13276,3
13277,7
13278,0
13279,3
13280,9
13281,4
13282,7
13283,3
13284,9
13285,0
13286,6
13287,0
13288,8
13289,6
13290,5
13291,1
13292,9
13293,1
13294,7
13295,1
13296,4
13297,1
13298,3
13299,0
13300,3
13301,0
13302,8
13303,5
13304,5
13305,7
13306,9
13307,8
13308,1
13309,3
13310,1
13311,4
13312,4
13313,5
13314,4
13315,3
13316,2
13317,7
13318,4
13319,4
13320,9
13321,6
13322,5
13323,5
13324,3
13325,3
13326,0
13327,1
13328,7
13329,7
13330,8
13331,4
13332,4
13333,0
13334,0
13335,1
13336,0
13337,9
13338,0
13339,8
13340,5
13341,3
13342,3
13343,0
13344,1
13345,5
13346,3
13347,9
13348,6
13349,1
13350,3
13351,9
13352,5
13353,6
13354,0
13355,7
13356,0
13357,3
13358,8
13359,8
13360,7
13361,9
13362,2
13363,3
13364,1
13365,9
13366,9
13367,9
13368,4
13369,2
13370,1
13371,5
13372,0
13373,2
13374,8
13375,1
13376,7
13377,0
13378,1
13379,1
13380,3
13381,7
13382,4
13383,6
13384,2
13385,4
13386,2
13387,8
13388,6
13389,3
13390,1
13391,8
13392,7
13393,3
13394,3
13395,5
13396,3
13397,4
13398,0
13399,4
13400,1
13401,4
13402,4
13403,7
13404,8
13405,5
13406,3
13407,4
13408,5
13409,2
13410,7
13411,8
13412,0
13413,3
13414,2
13415,1
13416,0
13417,9
13418,7
13419,3
13420,7
13421,6
13422,5
13423,7
13424,4
13425,4
13426,5
13427,5
13428,1
13429,7
13430,0
13431,7
13432,7
13433,5
13434,6
13435,1
13436,3
13437,0
13438,6
13439,1
13440,3
13441,4
13442,4
13443,0
13444,5
13445,3
13446,3
13447,6
13448,5
13449,2
13450,6
13451,3
13452,4
13453,2
13454,4
13455,1
13456,9
13457,8
13458,0
13459,6
13460,9
13461,4
13462,0
13463,8
13464,1
13465,3
13466,2
13467,9
13468,0
13469,9
13470,8
13471,2
13472,2
13473,9
13474,3
13475,7
13476,8
13477,6
13478,5
13479,9
13480,7
13481,1
13482,5
13483,3
13484,7
13485,1
13486,1
13487,4
13488,9
13489,2
13490,1
13491,9
13492,7
13493,6
13494,1
13495,9
13496,3
13497,8
13498,5
13499,5
13500,0
13501,0
13502,6
13503,7
13504,8
13505,8
13506,4
13507,6
13508,0
13509,8
13510,1
13511,0
13512,8
13513,4
13514,0
13515,7
13516,8
13517,1
13518,3
13519,9
13520,0
13521,7
13522,5
13523,7
13524,7
13525,8
13526,8
13527,4
13528,9
13529,3
13530,1
13531,5
13532,3
13533,2
13534,8
13535,0
13536,3
13537,0
13538,8
13539,0
13540,9
13541,4
13542,2
13543,2
13544,4
13545,9
13546,1
13547,1
13548,8
13549,4
13550,7
13551,7
13552,7
13553,9
13554,4
13555,4
13556,6
13557,8
13558,1
13559,7
13560,9
13561,9
13562,1
13563,6
13564,4
13565,6
13566,1
13567,9
13568,7
13569,0
13570,4
13571,3
13572,4
13573,3
13574,1
13575,4
13576,5
13577,0
13578,9
13579,8
13580,2
13581,2
13582,6
13583,3
13584,9
13585,1
13586,3
13587,1
13588,1
13589,0
13590,0
13591,0
13592,6
13593,5
13594,6
13595,4
13596,0
13597,6
13598,1
13599,2
13600,1
13601,1
13602,2
13603,8
13604,5
13605,2
13606,3
13607,0
13608,0
13609,2
13610,5
13611,7
13612,7
13613,4
13614,1
13615,5
13616,7
13617,7
13618,3
13619,5
13620,4
13621,1
13622,5
13623,2
13624,3
13625,3
13626,1
13627,2
13628,4
13629,6
13630,6
13631,8
13632,9
13633,1
13634,1
13635,2
13636,3
13637,7
13638,1
13639,4
13640,7
13641,1
13642,3
13643,7
13644,3
13645,4
13646,5
13647,3
13648,2
13649,8
13650,1
13651,4
13652,5
13653,7
13654,4
